gender,event,medal,athlete,alpha_3,country,grp_id,type,year,guide,country_name,iso_n3,athlete_country
Men,Teams 1C,Silver,UH Jong Hoe,KOR,Korea,2.0,Table Tennis,1980,,"Korea, Republic of",410,UH Jong Hoe - KOR
Men,Teams 1C,Bronze,BROOS E.,NLD,Netherlands,1.0,Table Tennis,1980,,"Netherlands, Kingdom of the",528,BROOS E. - NLD
Men,Teams 1C,Bronze,SUIJKERBUIJK P.,NLD,Netherlands,2.0,Table Tennis,1980,,"Netherlands, Kingdom of the",528,SUIJKERBUIJK P. - NLD
Men,Teams C,Gold,BAAS E.,NLD,Netherlands,1.0,Table Tennis,1980,,"Netherlands, Kingdom of the",528,BAAS E. - NLD
Men,Teams C,Gold,HILL C.,NLD,Netherlands,2.0,Table Tennis,1980,,"Netherlands, Kingdom of the",528,HILL C. - NLD
Men,Teams C,Silver,HOPPE H. J.,DEU,FR Germany,1.0,Table Tennis,1980,,Germany,276,HOPPE H. J. - DEU
Men,Teams C,Silver,KNABE Manfred,DEU,FR Germany,2.0,Table Tennis,1980,,Germany,276,KNABE Manfred - DEU
Men,Teams C,Silver,KROLL P.,DEU,FR Germany,3.0,Table Tennis,1980,,Germany,276,KROLL P. - DEU
Men,Teams C,Bronze,TONG Hon Keung,HKG,Hong Kong,1.0,Table Tennis,1980,,Hong Kong,344,TONG Hon Keung - HKG
Men,Teams C,Bronze,WONG Shek Kau,HKG,Hong Kong,2.0,Table Tennis,1980,,Hong Kong,344,WONG Shek Kau - HKG
Men,Teams D,Gold,CATHELINEAU P.,FRA,France,1.0,Table Tennis,1980,,France,250,CATHELINEAU P. - FRA
Men,Teams D,Gold,CHASSAGNE P.,FRA,France,2.0,Table Tennis,1980,,France,250,CHASSAGNE P. - FRA
Men,Teams D,Silver,HERTOG V.,NLD,Netherlands,1.0,Table Tennis,1980,,"Netherlands, Kingdom of the",528,HERTOG V. - NLD
Men,Teams D,Silver,VAN KESSEL Th.,NLD,Netherlands,2.0,Table Tennis,1980,,"Netherlands, Kingdom of the",528,VAN KESSEL Th. - NLD
Men,Teams D,Bronze,DE VRIESE Jozef,BEL,Belgium,1.0,Table Tennis,1980,,Belgium,56,DE VRIESE Jozef - BEL
Men,Teams D,Bronze,VAN DOOREN Noel,BEL,Belgium,2.0,Table Tennis,1980,,Belgium,56,VAN DOOREN Noel - BEL
Men,Teams E,Gold,DIMITRIJEVIC Svetislav,SRB,Yugoslavia,1.0,Table Tennis,1980,,Serbia,688,DIMITRIJEVIC Svetislav - SRB
Men,Teams E,Gold,SIMUNIC Franc,SRB,Yugoslavia,2.0,Table Tennis,1980,,Serbia,688,SIMUNIC Franc - SRB
Men,Teams E,Silver,JOHANSSON S.,SWE,Sweden,1.0,Table Tennis,1980,,Sweden,752,JOHANSSON S. - SWE
Men,Teams E,Silver,PETTERSSON A.,SWE,Sweden,2.0,Table Tennis,1980,,Sweden,752,PETTERSSON A. - SWE
Men,Teams E,Bronze,HUHNERBEIN W.,DEU,FR Germany,1.0,Table Tennis,1980,,Germany,276,HUHNERBEIN W. - DEU
Men,Teams E,Bronze,LIEVEN H.,DEU,FR Germany,2.0,Table Tennis,1980,,Germany,276,LIEVEN H. - DEU
Men,Teams F,Gold,KELZENBERG K.,DEU,FR Germany,1.0,Table Tennis,1980,,Germany,276,KELZENBERG K. - DEU
Men,Teams F,Gold,MAUELSHAGEN L.,DEU,FR Germany,2.0,Table Tennis,1980,,Germany,276,MAUELSHAGEN L. - DEU
Men,Teams F,Silver,BERGSTROM K.,SWE,Sweden,1.0,Table Tennis,1980,,Sweden,752,BERGSTROM K. - SWE
Men,Teams F,Silver,LARSSON E.,SWE,Sweden,2.0,Table Tennis,1980,,Sweden,752,LARSSON E. - SWE
Men,Teams F,Bronze,BERINGSSUTERS T.,NLD,Netherlands,1.0,Table Tennis,1980,,"Netherlands, Kingdom of the",528,BERINGSSUTERS T. - NLD
Women,Teams 2,Gold,SCHWEIZER Rosa,AUT,Austria,1.0,Table Tennis,1980,,Austria,40,SCHWEIZER Rosa - AUT
Women,Teams 2,Gold,WICHER A.,AUT,Austria,2.0,Table Tennis,1980,,Austria,40,WICHER A. - AUT
Women,Teams 2,Silver,BLACKBURN Jane,GBR,Great Britain,1.0,Table Tennis,1980,,United Kingdom of Great Britain and Northern Ireland,826,BLACKBURN Jane - GBR
Women,Teams 2,Silver,MATTHEWS G.,GBR,Great Britain,2.0,Table Tennis,1980,,United Kingdom of Great Britain and Northern Ireland,826,MATTHEWS G. - GBR
Women,Teams 2,Bronze,HENDRA A.,IRL,Ireland,1.0,Table Tennis,1980,,Ireland,372,HENDRA A. - IRL
Women,Teams 2,Bronze,SINNOTT Anne,IRL,Ireland,2.0,Table Tennis,1980,,Ireland,372,SINNOTT Anne - IRL
Women,Teams 3,Gold,BISQUOLM Elisabeth,CHE,Switzerland,1.0,Table Tennis,1980,,Switzerland,756,BISQUOLM Elisabeth - CHE
Women,Teams 3,Gold,CHIARI Verena,CHE,Switzerland,2.0,Table Tennis,1980,,Switzerland,756,CHIARI Verena - CHE
Women,Teams 3,Silver,ANDRE R.,FRA,France,1.0,Table Tennis,1980,,France,250,ANDRE R. - FRA
Women,Teams 3,Silver,RAMOUSSE M.,FRA,France,2.0,Table Tennis,1980,,France,250,RAMOUSSE M. - FRA
Women,Teams 3,Bronze,BROWN Jennifer,JAM,Jamaica,1.0,Table Tennis,1980,,Jamaica,388,BROWN Jennifer - JAM
Women,Teams 3,Bronze,WHITE Quida,JAM,Jamaica,2.0,Table Tennis,1980,,Jamaica,388,WHITE Quida - JAM
Women,Teams 4,Gold,BECKER G.,NLD,Netherlands,3.0,Table Tennis,1980,,"Netherlands, Kingdom of the",528,BECKER G. - NLD
Women,Teams 4,Gold,SCHMIDT Irene,NLD,Netherlands,4.0,Table Tennis,1980,,"Netherlands, Kingdom of the",528,SCHMIDT Irene - NLD
Women,Teams 4,Silver,GIBBS B.,GBR,Great Britain,1.0,Table Tennis,1980,,United Kingdom of Great Britain and Northern Ireland,826,GIBBS B. - GBR
Women,Teams 4,Silver,SWANN J.,GBR,Great Britain,2.0,Table Tennis,1980,,United Kingdom of Great Britain and Northern Ireland,826,SWANN J. - GBR
Women,Teams 4,Bronze,KARLSSON L.,SWE,Sweden,1.0,Table Tennis,1980,,Sweden,752,KARLSSON L. - SWE
Women,Teams 4,Bronze,SODERBERG R.,SWE,Sweden,2.0,Table Tennis,1980,,Sweden,752,SODERBERG R. - SWE
Women,Teams 1B,Gold,KLAUSEN A.,NOR,Norway,1.0,Table Tennis,1980,,Norway,578,KLAUSEN A. - NOR
Women,Teams 1B,Gold,LYSEN Marit,NOR,Norway,2.0,Table Tennis,1980,,Norway,578,LYSEN Marit - NOR
Women,Teams 1B,Silver,O'SULLIVAN Frances,IRL,Ireland,1.0,Table Tennis,1980,,Ireland,372,O'SULLIVAN Frances - IRL
Women,Teams 1B,Silver,TOOMEY J.,IRL,Ireland,2.0,Table Tennis,1980,,Ireland,372,TOOMEY J. - IRL
Men,Singles 2,Gold,DORR Werner,DEU,,,Table Tennis,1984,,Germany,276,DORR Werner - DEU
Men,Singles 2,Silver,MANDL Franz,AUT,,,Table Tennis,1984,,Austria,40,MANDL Franz - AUT
Men,Singles 2,Bronze,ALTENDORFER Fritz,AUT,,,Table Tennis,1984,,Austria,40,ALTENDORFER Fritz - AUT
Men,Singles 3,Gold,SIMON Heinz,DEU,,,Table Tennis,1984,,Germany,276,SIMON Heinz - DEU
Men,Singles 3,Silver,KOLB Rainer,DEU,,,Table Tennis,1984,,Germany,276,KOLB Rainer - DEU
Men,Singles 3,Bronze,STARL Peter,AUT,,,Table Tennis,1984,,Austria,40,STARL Peter - AUT
Men,Singles 4,Gold,KREIDEL Thomas,DEU,,,Table Tennis,1984,,Germany,276,KREIDEL Thomas - DEU
Men,Singles 4,Silver,GLAESE P.,DEU,,,Table Tennis,1984,,Germany,276,GLAESE P. - DEU
Men,Singles 4,Bronze,DEMPSEY Michael,USA,,,Table Tennis,1984,,United States of America,840,DEMPSEY Michael - USA
Men,Singles 1A,Gold,KIRCHHOFF Ralf,DEU,,,Table Tennis,1984,,Germany,276,KIRCHHOFF Ralf - DEU
Men,Singles 1A,Silver,TIETZE H.,DEU,,,Table Tennis,1984,,Germany,276,TIETZE H. - DEU
Men,Singles 1A,Bronze,LAUNONEN Matti,FIN,,,Table Tennis,1984,,Finland,246,LAUNONEN Matti - FIN
Men,Singles 1B,Gold,HASSLER Bruno,DEU,,,Table Tennis,1984,,Germany,276,HASSLER Bruno - DEU
Men,Singles 1B,Silver,EDGE,GBR,,,Table Tennis,1984,,United Kingdom of Great Britain and Northern Ireland,826,EDGE - GBR
Men,Singles 1B,Bronze,KAJASTE,FIN,,,Table Tennis,1984,,Finland,246,KAJASTE - FIN
Men,Singles 1C,Gold,EMMEL Manfred,DEU,,,Table Tennis,1984,,Germany,276,EMMEL Manfred - DEU
Men,Singles 1C,Silver,JEANNIN Daniel,FRA,,,Table Tennis,1984,,France,250,JEANNIN Daniel - FRA
Men,Singles 1C,Bronze,JAKSCH Rudolf,DEU,,,Table Tennis,1984,,Germany,276,JAKSCH Rudolf - DEU
Men,Singles C1,Gold,BIGGS Terry,AUS,,,Table Tennis,1984,,Australia,36,BIGGS Terry - AUS
Men,Singles C1,Silver,FRANCIS Allen,GBR,,,Table Tennis,1984,,United Kingdom of Great Britain and Northern Ireland,826,FRANCIS Allen - GBR
Men,Singles C2,Gold,ANDERSON Jorgen,SWE,,,Table Tennis,1984,,Sweden,752,ANDERSON Jorgen - SWE
Men,Singles C2,Silver,LEYS J.,BEL,,,Table Tennis,1984,,Belgium,56,LEYS J. - BEL
Men,Singles C2,Bronze,MAEBE D.,BEL,,,Table Tennis,1984,,Belgium,56,MAEBE D. - BEL
Men,Singles C3,Gold,UPSHTEIN Yaron,ISR,,,Table Tennis,1984,,Israel,376,UPSHTEIN Yaron - ISR
Men,Singles C3,Silver,HANSEN Olle,SWE,,,Table Tennis,1984,,Sweden,752,HANSEN Olle - SWE
Men,Singles C3,Bronze,HARTMANS R.,NLD,,,Table Tennis,1984,,"Netherlands, Kingdom of the",528,HARTMANS R. - NLD
Men,Singles C4,Gold,FERRAUD R.,FRA,,,Table Tennis,1984,,France,250,FERRAUD R. - FRA
Men,Singles C4,Silver,MORTENSEN Flemming,DNK,,,Table Tennis,1984,,Denmark,208,MORTENSEN Flemming - DNK
Men,Singles C4,Bronze,SANTOS Paulo Jorge,PRT,,,Table Tennis,1984,,Portugal,620,SANTOS Paulo Jorge - PRT
Men,Singles C4,Bronze,GILLERAS Tommy,SWE,,,Table Tennis,1984,,Sweden,752,GILLERAS Tommy - SWE
Men,Singles C5,Gold,AXELSSON Thomas,SWE,,,Table Tennis,1984,,Sweden,752,AXELSSON Thomas - SWE
Men,Singles C5,Silver,VISSER R.,NLD,,,Table Tennis,1984,,"Netherlands, Kingdom of the",528,VISSER R. - NLD
Men,Singles C5,Bronze,KIHLMAN Peter,SWE,,,Table Tennis,1984,,Sweden,752,KIHLMAN Peter - SWE
Men,Singles C5,Bronze,CUSSENEERS Roby,BEL,,,Table Tennis,1984,,Belgium,56,CUSSENEERS Roby - BEL
Men,Singles L1,Gold,ANDERSSON Urban,SWE,,,Table Tennis,1984,,Sweden,752,ANDERSSON Urban - SWE
Men,Singles L1,Silver,JOHANSSON Borje,SWE,,,Table Tennis,1984,,Sweden,752,JOHANSSON Borje - SWE
Men,Singles L1,Bronze,WELSH John,GBR,,,Table Tennis,1984,,United Kingdom of Great Britain and Northern Ireland,826,WELSH John - GBR
Men,Singles L2,Gold,VELROYEN Herbert,DEU,,,Table Tennis,1984,,Germany,276,VELROYEN Herbert - DEU
Men,Singles L2,Silver,STEPHENS M.,USA,,,Table Tennis,1984,,United States of America,840,STEPHENS M. - USA
Men,Singles L2,Bronze,ROUKE O.,IRL,,,Table Tennis,1984,,Ireland,372,ROUKE O. - IRL
Men,Singles L2,Bronze,DJURASINOVIC Ilija,SRB,,,Table Tennis,1984,,Serbia,688,DJURASINOVIC Ilija - SRB
Men,Singles L3,Gold,PIRAS Marc,FRA,,,Table Tennis,1984,,France,250,PIRAS Marc - FRA
Men,Singles L3,Silver,VOSSEN T.,NLD,,,Table Tennis,1984,,"Netherlands, Kingdom of the",528,VOSSEN T. - NLD
Men,Singles L3,Bronze,WELTING Stephan,DEU,,,Table Tennis,1984,,Germany,276,WELTING Stephan - DEU
Men,Singles L3,Bronze,MUELLER Klaus,DEU,,,Table Tennis,1984,,Germany,276,MUELLER Klaus - DEU
Men,Singles L4,Gold,JOKINEN Kimmo,FIN,,,Table Tennis,1984,,Finland,246,JOKINEN Kimmo - FIN
Men,Singles L4,Silver,NILSSON Jorgen,SWE,,,Table Tennis,1984,,Sweden,752,NILSSON Jorgen - SWE
Men,Singles L4,Bronze,KNABE Manfred,DEU,,,Table Tennis,1984,,Germany,276,KNABE Manfred - DEU
Men,Singles L4,Bronze,GAJIC Z.,SRB,,,Table Tennis,1984,,Serbia,688,GAJIC Z. - SRB
Men,Singles L5,Gold,SIMONIC Franc,SRB,,,Table Tennis,1984,,Serbia,688,SIMONIC Franc - SRB
Men,Singles L5,Silver,MONESTERIAL Marcelino,USA,,,Table Tennis,1984,,United States of America,840,MONESTERIAL Marcelino - USA
Men,Singles L5,Bronze,ROINE Philippe,FRA,,,Table Tennis,1984,,France,250,ROINE Philippe - FRA
Men,Singles L5,Bronze,HULLERUM P.,DEU,,,Table Tennis,1984,,Germany,276,HULLERUM P. - DEU
Men,Open CL,Gold,JOKINEN Kimmo,FIN,,,Table Tennis,1984,,Finland,246,JOKINEN Kimmo - FIN
Men,Open CL,Silver,BAAS E.,NLD,,,Table Tennis,1984,,"Netherlands, Kingdom of the",528,BAAS E. - NLD
Men,Open CL,Bronze,GAJIC Z.,SRB,,,Table Tennis,1984,,Serbia,688,GAJIC Z. - SRB
Men,Open 1A-4,Gold,KREIDEL Thomas,DEU,,,Table Tennis,1984,,Germany,276,KREIDEL Thomas - DEU
Men,Open 1A-4,Silver,CHANG Choon Bae,KOR,,,Table Tennis,1984,,"Korea, Republic of",410,CHANG Choon Bae - KOR
Men,Open 1A-4,Bronze,GLAESE P.,DEU,,,Table Tennis,1984,,Germany,276,GLAESE P. - DEU
Women,Singles 2,Gold,BISQUOLM Elisabeth,CHE,,,Table Tennis,1984,,Switzerland,756,BISQUOLM Elisabeth - CHE
Women,Singles 2,Silver,SCHWEIZER Rosa,AUT,,,Table Tennis,1984,,Austria,40,SCHWEIZER Rosa - AUT
Women,Singles 2,Bronze,LAMSBACH Ruth,DEU,,,Table Tennis,1984,,Germany,276,LAMSBACH Ruth - DEU
Women,Singles 3,Gold,WENINGER Christiane,DEU,,,Table Tennis,1984,,Germany,276,WENINGER Christiane - DEU
Women,Singles 3,Silver,BROWN J.,USA,,,Table Tennis,1984,,United States of America,840,BROWN J. - USA
Women,Singles 3,Bronze,ANDRE R.,FRA,,,Table Tennis,1984,,France,250,ANDRE R. - FRA
Women,Singles 4,Gold,VANDERBOSCH,NLD,,,Table Tennis,1984,,"Netherlands, Kingdom of the",528,VANDERBOSCH - NLD
Women,Singles 4,Silver,WONG,HKG,,,Table Tennis,1984,,Hong Kong,344,WONG - HKG
Women,Singles 4,Bronze,ZAUGG Rosa,CHE,,,Table Tennis,1984,,Switzerland,756,ZAUGG Rosa - CHE
Women,Singles 1B,Gold,BLACKBURN Jane,GBR,,,Table Tennis,1984,,United Kingdom of Great Britain and Northern Ireland,826,BLACKBURN Jane - GBR
Women,Singles 1B,Silver,LYSEN Marit,NOR,,,Table Tennis,1984,,Norway,578,LYSEN Marit - NOR
Women,Singles 1B,Bronze,DROUX Christiane,CHE,,,Table Tennis,1984,,Switzerland,756,DROUX Christiane - CHE
Women,Singles 1C,Gold,BECKER,GBR,,,Table Tennis,1984,,United Kingdom of Great Britain and Northern Ireland,826,BECKER - GBR
Women,Singles 1C,Silver,NEIL D.,GBR,,,Table Tennis,1984,,United Kingdom of Great Britain and Northern Ireland,826,NEIL D. - GBR
Women,Singles C3,Gold,COULLANGES C.,FRA,,,Table Tennis,1984,,France,250,COULLANGES C. - FRA
Women,Singles C3,Silver,PETERSEN J.,GBR,,,Table Tennis,1984,,United Kingdom of Great Britain and Northern Ireland,826,PETERSEN J. - GBR
Women,Singles C3,Bronze,JOHNSON Martha,CAN,,,Table Tennis,1984,,Canada,124,JOHNSON Martha - CAN
Women,Singles C4-5,Gold,BRASK Marie,SWE,,,Table Tennis,1984,,Sweden,752,BRASK Marie - SWE
Women,Singles C4-5,Silver,NESSET E.,NOR,,,Table Tennis,1984,,Norway,578,NESSET E. - NOR
Women,Singles C4-5,Bronze,CLOONAN Morna,IRL,,,Table Tennis,1984,,Ireland,372,CLOONAN Morna - IRL
Women,Singles L3,Gold,CRETUAL Evelyne,FRA,,,Table Tennis,1984,,France,250,CRETUAL Evelyne - FRA
Women,Singles L3,Silver,HEALD Margaret,GBR,,,Table Tennis,1984,,United Kingdom of Great Britain and Northern Ireland,826,HEALD Margaret - GBR
Women,Singles L3,Bronze,GUNNARSDOTTIR H.,ISL,,,Table Tennis,1984,,Iceland,352,GUNNARSDOTTIR H. - ISL
Women,Singles L4,Gold,BORRE Ingrid,BEL,,,Table Tennis,1984,,Belgium,56,BORRE Ingrid - BEL
Women,Singles L4,Silver,DARVAND Bernadette,FRA,,,Table Tennis,1984,,France,250,DARVAND Bernadette - FRA
Women,Singles L4,Bronze,SMITH A.,GBR,,,Table Tennis,1984,,United Kingdom of Great Britain and Northern Ireland,826,SMITH A. - GBR
Women,Singles L4,Bronze,NAESS K.,NOR,,,Table Tennis,1984,,Norway,578,NAESS K. - NOR
Women,Singles L5,Gold,BAERTELSEN Marianne,DNK,,,Table Tennis,1984,,Denmark,208,BAERTELSEN Marianne - DNK
Women,Singles L5,Silver,WANG Shuyun,CHN,,,Table Tennis,1984,,China,156,WANG Shuyun - CHN
Women,Open CL,Gold,BAERTELSEN Marianne,DNK,,,Table Tennis,1984,,Denmark,208,BAERTELSEN Marianne - DNK
Women,Open CL,Silver,DARVAND Bernadette,FRA,,,Table Tennis,1984,,France,250,DARVAND Bernadette - FRA
Women,Open CL,Bronze,BORRE Ingrid,BEL,,,Table Tennis,1984,,Belgium,56,BORRE Ingrid - BEL
Women,Open 1B-4,Gold,LAMSBACH Ruth,DEU,,,Table Tennis,1984,,Germany,276,LAMSBACH Ruth - DEU
Women,Open 1B-4,Silver,WONG,HKG,,,Table Tennis,1984,,Hong Kong,344,WONG - HKG
Women,Open 1B-4,Bronze,VANDERBOSCH,NLD,,,Table Tennis,1984,,"Netherlands, Kingdom of the",528,VANDERBOSCH - NLD
Men,Teams 2,Gold,,AUT,Austria,1.0,Table Tennis,1984,,Austria,40,
Men,Teams 2,Silver,,FRA,France,1.0,Table Tennis,1984,,France,250,
Men,Teams 2,Bronze,,DEU,FR Germany,1.0,Table Tennis,1984,,Germany,276,
Men,Teams 3,Gold,,AUT,Austria,1.0,Table Tennis,1984,,Austria,40,
Men,Teams 3,Silver,,DEU,FR Germany,1.0,Table Tennis,1984,,Germany,276,
Men,Teams 3,Bronze,,KOR,Korea,1.0,Table Tennis,1984,,"Korea, Republic of",410,
Men,Teams 4,Gold,,DEU,FR Germany,1.0,Table Tennis,1984,,Germany,276,
Men,Teams 4,Silver,,AUT,Austria,1.0,Table Tennis,1984,,Austria,40,
Men,Teams 4,Bronze,,HKG,Hong Kong,1.0,Table Tennis,1984,,Hong Kong,344,
Men,Teams 1A,Gold,,FIN,Finland,1.0,Table Tennis,1984,,Finland,246,
Men,Teams 1A,Silver,,USA,United States of America,1.0,Table Tennis,1984,,United States of America,840,
Men,Teams 1A,Bronze,,GBR,Great Britain,1.0,Table Tennis,1984,,United Kingdom of Great Britain and Northern Ireland,826,
Men,Teams 1B,Gold,,DEU,FR Germany,1.0,Table Tennis,1984,,Germany,276,
Men,Teams 1B,Silver,,FIN,Finland,1.0,Table Tennis,1984,,Finland,246,
Men,Teams 1B,Bronze,,GBR,Great Britain,1.0,Table Tennis,1984,,United Kingdom of Great Britain and Northern Ireland,826,
Men,Teams 1C,Gold,,DEU,FR Germany,1.0,Table Tennis,1984,,Germany,276,
Men,Teams 1C,Silver,,AUT,Austria,1.0,Table Tennis,1984,,Austria,40,
Men,Teams 1C,Bronze,,BEL,Belgium,1.0,Table Tennis,1984,,Belgium,56,
Men,Teams CP2-4,Gold,ANDERSSON Jorgen,SWE,Sweden,1.0,Table Tennis,1984,,Sweden,752,ANDERSSON Jorgen - SWE
Men,Teams CP2-4,Gold,GILLERAS Tommy,SWE,Sweden,2.0,Table Tennis,1984,,Sweden,752,GILLERAS Tommy - SWE
Men,Teams CP2-4,Gold,HANSEN Olle,SWE,Sweden,3.0,Table Tennis,1984,,Sweden,752,HANSEN Olle - SWE
Men,Teams CP2-4,Silver,LEYS J.,BEL,Belgium,1.0,Table Tennis,1984,,Belgium,56,LEYS J. - BEL
Men,Teams CP2-4,Silver,MAEBE D.,BEL,Belgium,2.0,Table Tennis,1984,,Belgium,56,MAEBE D. - BEL
Men,Teams CP5,Gold,AXELSSON Thomas,SWE,Sweden,1.0,Table Tennis,1984,,Sweden,752,AXELSSON Thomas - SWE
Men,Teams CP5,Gold,KIHLMAN Peter,SWE,Sweden,2.0,Table Tennis,1984,,Sweden,752,KIHLMAN Peter - SWE
Men,Teams CP5,Silver,HARTMANS R.,NLD,Netherlands,1.0,Table Tennis,1984,,"Netherlands, Kingdom of the",528,HARTMANS R. - NLD
Men,Teams CP5,Silver,VISSER R.,NLD,Netherlands,2.0,Table Tennis,1984,,"Netherlands, Kingdom of the",528,VISSER R. - NLD
Men,Teams CP5,Bronze,,IRL,Ireland,1.0,Table Tennis,1984,,Ireland,372,
Men,Teams L1,Gold,ANDERSSON Urban,SWE,Sweden,1.0,Table Tennis,1984,,Sweden,752,ANDERSSON Urban - SWE
Men,Teams L1,Gold,JOHANSSON Borje,SWE,Sweden,2.0,Table Tennis,1984,,Sweden,752,JOHANSSON Borje - SWE
Men,Teams L1,Silver,SCHMIDTMAYER,DEU,FR Germany,1.0,Table Tennis,1984,,Germany,276,SCHMIDTMAYER - DEU
Men,Teams L4,Gold,HORSCH Wolfgang,DEU,FR Germany,1.0,Table Tennis,1984,,Germany,276,HORSCH Wolfgang - DEU
Men,Teams L4,Gold,KNABE Manfred,DEU,FR Germany,2.0,Table Tennis,1984,,Germany,276,KNABE Manfred - DEU
Men,Teams L4,Gold,TOLLWERTH Dieter,DEU,FR Germany,3.0,Table Tennis,1984,,Germany,276,TOLLWERTH Dieter - DEU
Men,Teams L4,Silver,KOVACS Gyozo,HUN,Hungary,1.0,Table Tennis,1984,,Hungary,348,KOVACS Gyozo - HUN
Men,Teams L4,Silver,MAJSAI Karoly,HUN,Hungary,2.0,Table Tennis,1984,,Hungary,348,MAJSAI Karoly - HUN
Men,Teams L4,Silver,SZEPESI Attila,HUN,Hungary,3.0,Table Tennis,1984,,Hungary,348,SZEPESI Attila - HUN
Men,Teams L4,Bronze,GAROFALO Thierry,FRA,France,1.0,Table Tennis,1984,,France,250,GAROFALO Thierry - FRA
Men,Teams L4,Bronze,PENAUD Bernard,FRA,France,2.0,Table Tennis,1984,,France,250,PENAUD Bernard - FRA
Men,Teams L4,Bronze,Finland,FRA,France,3.0,Table Tennis,1984,,France,250,Finland - FRA
Men,Teams L5,Gold,BECK Rudolf,DEU,FR Germany,1.0,Table Tennis,1984,,Germany,276,BECK Rudolf - DEU
Men,Teams L5,Gold,HULLERUM Peter,DEU,FR Germany,2.0,Table Tennis,1984,,Germany,276,HULLERUM Peter - DEU
Men,Teams L5,Gold,KOLLER Manfred,DEU,FR Germany,3.0,Table Tennis,1984,,Germany,276,KOLLER Manfred - DEU
Men,Teams L5,Silver,DIMITRYEVIC Svetislav,SRB,Yugoslavia,1.0,Table Tennis,1984,,Serbia,688,DIMITRYEVIC Svetislav - SRB
Men,Teams L5,Silver,SIMONIC Franc,SRB,Yugoslavia,2.0,Table Tennis,1984,,Serbia,688,SIMONIC Franc - SRB
Women,Teams 2,Gold,,AUT,Austria,2.0,Table Tennis,1984,,Austria,40,
Women,Teams 2,Silver,,IRL,Ireland,1.0,Table Tennis,1984,,Ireland,372,
Women,Teams 2,Bronze,,GBR,Great Britain,1.0,Table Tennis,1984,,United Kingdom of Great Britain and Northern Ireland,826,
Women,Teams 4,Gold,BLANC Jacqueline,CHE,Switzerland,1.0,Table Tennis,1984,,Switzerland,756,BLANC Jacqueline - CHE
Women,Teams 4,Gold,METTLER-KIENER Elisabeth,CHE,Switzerland,2.0,Table Tennis,1984,,Switzerland,756,METTLER-KIENER Elisabeth - CHE
Women,Teams 4,Gold,ZAUGG Rosa,CHE,Switzerland,3.0,Table Tennis,1984,,Switzerland,756,ZAUGG Rosa - CHE
Women,Teams 4,Silver,,HKG,Hong Kong,1.0,Table Tennis,1984,,Hong Kong,344,
Women,Teams 4,Bronze,,DEU,FR Germany,1.0,Table Tennis,1984,,Germany,276,
Women,Teams 1A-C,Gold,,GBR,Great Britain,1.0,Table Tennis,1984,,United Kingdom of Great Britain and Northern Ireland,826,
Women,Teams 1A-C,Silver,,USA,United States of America,1.0,Table Tennis,1984,,United States of America,840,
Men,Singles 2,Gold,PEETERS Michel,FRA,,,Table Tennis,1988,,France,250,PEETERS Michel - FRA
Men,Singles 2,Silver,KIM Young Soo,KOR,,,Table Tennis,1988,,"Korea, Republic of",410,KIM Young Soo - KOR
Men,Singles 2,Bronze,ALTENDORFER Fritz,AUT,,,Table Tennis,1988,,Austria,40,ALTENDORFER Fritz - AUT
Men,Singles 3,Gold,STARL Peter,AUT,,,Table Tennis,1988,,Austria,40,STARL Peter - AUT
Men,Singles 3,Silver,KIM Ki Hoon,KOR,,,Table Tennis,1988,,"Korea, Republic of",410,KIM Ki Hoon - KOR
Men,Singles 3,Bronze,SUTTER Christian,AUT,,,Table Tennis,1988,,Austria,40,SUTTER Christian - AUT
Men,Singles 4,Gold,KREIDEL Thomas,DEU,,,Table Tennis,1988,,Germany,276,KREIDEL Thomas - DEU
Men,Singles 4,Silver,SCHMIDT Peter,DEU,,,Table Tennis,1988,,Germany,276,SCHMIDT Peter - DEU
Men,Singles 4,Bronze,DEMPSEY Michael,USA,,,Table Tennis,1988,,United States of America,840,DEMPSEY Michael - USA
Men,Singles 1A,Gold,LEE Hae Gon,KOR,,,Table Tennis,1988,,"Korea, Republic of",410,LEE Hae Gon - KOR
Men,Singles 1A,Silver,KANG Sung Hoon,KOR,,,Table Tennis,1988,,"Korea, Republic of",410,KANG Sung Hoon - KOR
Men,Singles 1A,Bronze,LAUNONEN Matti,FIN,,,Table Tennis,1988,,Finland,246,LAUNONEN Matti - FIN
Men,Singles 1B,Gold,HAJEK Rudolf,AUT,,,Table Tennis,1988,,Austria,40,HAJEK Rudolf - AUT
Men,Singles 1B,Silver,HASSLER Bruno,DEU,,,Table Tennis,1988,,Germany,276,HASSLER Bruno - DEU
Men,Singles 1B,Bronze,SIMENSEN Svein Bjornar,NOR,,,Table Tennis,1988,,Norway,578,SIMENSEN Svein Bjornar - NOR
Men,Singles 1C,Gold,EMMEL Manfred,DEU,,,Table Tennis,1988,,Germany,276,EMMEL Manfred - DEU
Men,Singles 1C,Silver,JAKSCH Rudolf,DEU,,,Table Tennis,1988,,Germany,276,JAKSCH Rudolf - DEU
Men,Singles 1C,Bronze,JEANNIN Daniel,FRA,,,Table Tennis,1988,,France,250,JEANNIN Daniel - FRA
Men,Singles C5,Gold,KERSTEN Harold,NLD,,,Table Tennis,1988,,"Netherlands, Kingdom of the",528,KERSTEN Harold - NLD
